ang,HWP1
182,0.00023172624699999999
183,0.00035715939399999996
184,0.0004984413520000001
185,0.000663518222
186,0.000849043204
187,0.00104869503
188,0.00129158593
189,0.00153742747
190,0.00178060441
191,0.0020510478899999998
192,0.00234400591
193,0.0026571031
194,0.0029751784
195,0.00329146883
196,0.00361441926
197,0.00395156576
198,0.004315956179999999
199,0.00468091321
200,0.00501969726
201,0.00537477263
202,0.00575917647
203,0.00609923336
204,0.00641398947
205,0.006760335960000001
206,0.007080268010000001
207,0.00738934159
208,0.0076848919
209,0.008000793059999999
210,0.00828425527
211,0.00851059121
212,0.00874140278
213,0.00898057442
214,0.009200186470000002
215,0.00938643916
216,0.00954868028
217,0.00970973906
218,0.009841689459999999
219,0.0099310264
220,0.00999810618
221,0.0100467141
222,0.0100822317
223,0.010069168600000001
224,0.0100556508
225,0.0100163497
226,0.00993765934
227,0.00985591123
228,0.009727764339999998
229,0.0095737596
230,0.00940661539
231,0.00923574407
232,0.00904485114
233,0.008796714609999999
234,0.008548341610000001
235,0.00829704095
236,0.00802260365
237,0.00773893862
238,0.00744151203
239,0.00711539633
240,0.00679087179
241,0.00644728152
242,0.006119475530000001
243,0.0057845486500000005
244,0.00542258795
245,0.005068804969999999
246,0.00473487034
247,0.00439160158
248,0.00404853517
249,0.00368659153
250,0.00334089486
251,0.00302590934
252,0.00271207182
253,0.00241535622
254,0.0021141941
255,0.00182743474
256,0.0015585616199999999
257,0.0013139510900000001
258,0.00109414384
259,0.0008759238879999999
260,0.000682152404
261,0.000516589466
262,0.00037444525
263,0.00025195927800000003
264,0.000151497801
265,7.21332967e-05
266,2.20877787e-05
267,-4.79384177e-06
268,-8.83873774e-06
269,1.1977118e-05
270,6.0655693799999996e-05
271,0.00013253229299999998
272,0.00022570454
273,0.000342429786
274,0.000478806214
275,0.000651308653
276,0.000841642475
277,0.00103974594
278,0.0012575911800000001
279,0.0014955562600000001
280,0.0017590554100000001
281,0.00204318735
282,0.0023258317000000002
283,0.0026301222500000002
284,0.00292601112
285,0.0032654775200000002
286,0.00360893137
287,0.00394666722
288,0.00428903013
289,0.00462799926
290,0.00497109022
291,0.00535734307
292,0.00571794362
293,0.00605601099
294,0.0063962284000000005
295,0.00671972157
296,0.00706173614
297,0.007371079389999999
298,0.0076701198899999995
299,0.00795570941
300,0.00823949358
301,0.00849616845
302,0.00876641207
303,0.00899282713
304,0.00917400484
305,0.00937673758
306,0.00955988889
307,0.00970329529
308,0.00982062465
309,0.009908768330000001
310,0.00996934341
311,0.0100306906
312,0.0100745701
313,0.0100835432
314,0.0100309662
315,0.010006419899999999
316,0.00991210618
317,0.00980560162
318,0.00970113433
319,0.00956292206
320,0.00938825269
